orderItemId:int,orderId:int,productId:int,quantity:int
574,144,28,3
575,144,1,2
576,144,17,1
577,145,1,2
578,145,23,1
579,145,30,1
580,145,24,2
581,146,10,1
582,146,19,3
583,146,30,2
584,147,17,2
585,147,24,3
586,147,30,3
587,147,22,2
588,147,2,1
589,148,7,1
590,148,19,2
591,148,25,3
592,149,15,2
593,149,24,1
594,149,27,2
595,149,12,1
596,149,16,1
597,150,6,1
598,150,19,3
599,150,29,2
600,150,11,3
601,150,1,1
602,151,11,2
603,151,21,2
604,151,26,2
605,151,15,2
606,152,10,2
607,152,22,1
608,152,28,3
609,152,11,2
610,153,10,1
611,153,23,1
612,153,25,2
613,153,13,1
614,154,2,2
615,154,22,3
616,154,25,3
617,154,12,1
618,154,16,2
619,155,17,1
620,155,23,3
621,155,29,2
622,156,5,3
623,156,22,1
624,156,30,2
625,156,4,3
626,157,14,3
627,157,23,2
628,157,28,1
629,157,3,2
630,157,16,1
631,158,5,3
632,158,22,3
633,158,27,2
634,159,9,1
635,159,21,1
636,159,27,1
637,159,23,2
638,159,12,2
639,160,4,1
640,160,23,3
641,160,26,1
642,160,28,2
643,160,1,1
644,161,3,3
645,161,19,3
646,161,28,1
647,162,5,2
648,162,21,2
649,162,30,1
650,162,22,3
651,162,13,3
652,163,17,3
653,163,22,1
654,163,25,1
655,163,14,3
656,164,36,3
657,164,53,1
658,164,58,1
659,165,34,2
660,165,52,1
661,165,60,2
662,165,31,2
663,166,16,3
664,166,24,2
665,166,27,2
666,166,13,1
667,166,2,1
668,167,1,2
669,167,21,1
670,167,28,1
671,167,18,1
672,168,18,3
673,168,19,2
674,168,29,3
675,169,14,2
676,169,21,1
677,169,25,2
678,169,29,2
679,170,10,1
680,170,24,2
681,170,30,3
682,170,18,3
683,170,6,3
684,171,50,1
685,171,52,2
686,171,57,2
687,171,36,2
688,171,48,2
689,172,33,2
690,172,52,2
691,172,56,2
692,172,51,1
693,173,50,1
694,173,52,2
695,173,58,3
696,174,32,2
697,174,52,2
698,174,59,3
699,174,45,1
700,174,53,3
701,175,35,1
702,175,55,1
703,175,58,1
704,175,33,3
705,176,5,2
706,176,22,2
707,176,26,2
708,176,28,2
709,176,16,1
710,177,10,3
711,177,19,3
712,177,26,2
713,178,18,3
714,178,23,3
715,178,29,2
716,178,2,1
717,178,27,3
718,179,1,1
719,179,24,1
720,179,27,1
721,180,12,3
722,180,21,3
723,180,28,1
724,180,6,3
725,180,8,2
726,181,16,1
727,181,22,2
728,181,28,3
729,182,2,1
730,182,23,3
731,182,27,1
732,183,16,3
733,183,21,2
734,183,27,2
735,183,18,1
736,183,12,2
737,184,3,1
738,184,22,1
739,184,28,2
740,184,17,3
741,184,24,2
742,185,13,1
743,185,23,3
744,185,27,3
745,185,1,2
746,185,12,2
747,186,6,1
748,186,19,3
749,186,30,1
750,186,25,2
751,187,16,1
752,187,21,3
753,187,26,3
754,188,11,1
755,188,22,3
756,188,25,1
757,188,10,2
758,188,23,1
759,189,13,3
760,189,22,1
761,189,26,3
762,189,4,2
763,189,11,2
764,190,5,2
765,190,23,3
766,190,27,1
767,190,12,3
768,190,26,2
769,191,5,3
770,191,23,2
771,191,28,1
772,192,44,2
773,192,51,3
774,192,59,2
775,193,47,2
776,193,55,2
777,193,57,2
778,194,12,1
779,194,20,1
780,194,29,1
781,194,21,3
782,194,24,2
783,195,5,1
784,195,22,1
785,195,29,2
786,196,1,2
787,196,23,1
788,196,29,1
789,197,9,1
790,197,20,3
791,197,26,1
792,197,29,2
793,197,19,3
794,198,8,2
795,198,21,1
796,198,30,3
797,198,13,3
798,199,1,3
799,199,21,3
800,199,27,2
801,199,4,2
802,199,5,2
803,200,4,3
804,200,21,1
805,200,27,2
806,200,28,1
807,200,8,2
808,201,18,2
809,201,23,1
810,201,25,1
811,201,13,3
812,202,18,1
813,202,21,1
814,202,26,3
815,202,19,2
816,203,9,2
817,203,24,2
818,203,25,2
819,204,7,3
820,204,22,1
821,204,26,2
822,205,16,1
823,205,19,1
824,205,30,3
825,205,8,3
826,206,12,1
827,206,22,2
828,206,28,2
829,206,5,2
830,207,12,3
831,207,20,2
832,207,25,1
833,207,23,1
834,208,7,3
835,208,22,1
836,208,26,2
837,209,13,1
838,209,24,3
839,209,30,3
840,210,7,1
841,210,20,2
842,210,26,3
843,211,33,1
844,211,53,3
845,211,57,2
846,211,35,1
847,212,42,2
848,212,55,1
849,212,60,3
850,212,34,2
851,213,47,2
852,213,52,2
853,213,57,2
854,214,44,2
855,214,54,1
856,214,59,2
857,215,37,3
858,215,51,2
859,215,60,1
860,215,39,2
861,215,45,2
862,216,49,2
863,216,51,3
864,216,57,3
865,216,41,3
866,216,53,2
867,217,2,2
868,217,21,1
869,217,27,3
870,217,26,3
871,217,24,2
872,218,13,1
873,218,19,2
874,218,28,3
875,218,20,3
876,219,4,3
877,219,23,1
878,219,27,2
879,219,7,2
880,220,5,3
881,220,19,1
882,220,30,3
883,221,7,3
884,221,21,3
885,221,28,1
886,222,2,2
887,222,21,2
888,222,29,2
889,223,18,3
890,223,20,3
891,223,26,3
892,224,6,2
893,224,19,2
894,224,26,2
895,224,11,3
896,225,5,2
897,225,23,1
898,225,30,2
899,226,15,1
900,226,24,1
901,226,30,3
902,226,3,3
903,226,7,2
904,227,14,2
905,227,23,2
906,227,26,1
907,227,6,1
908,227,1,1
909,228,1,3
910,228,23,2
911,228,26,1
912,228,11,2
913,229,6,3
914,229,19,2
915,229,25,2
916,229,7,3
917,230,6,3
918,230,22,2
919,230,25,1
920,230,27,2
921,230,14,1
922,231,17,2
923,231,21,2
924,231,30,1
925,231,23,1
926,232,3,1
927,232,22,1
928,232,27,2
929,232,30,2
930,232,25,3
931,233,2,1
932,233,23,2
933,233,29,2
934,233,24,2
935,233,16,1
936,234,11,2
937,234,21,1
938,234,29,2
939,234,20,1
940,235,16,3
941,235,21,3
942,235,28,2
943,235,9,3
944,235,10,1
945,236,5,1
946,236,22,1
947,236,25,2
948,237,5,2
949,237,20,2
950,237,26,1
951,237,15,2
952,237,30,2
953,238,2,3
954,238,22,2
955,238,29,2
956,238,14,1
957,239,13,2
958,239,23,2
959,239,29,1
960,239,5,3
961,239,20,3
962,240,17,3
963,240,23,3
964,240,27,2
965,240,12,1
966,241,17,2
967,241,22,1
968,241,30,3
969,241,16,3
970,242,5,2
971,242,22,2
972,242,29,1
973,242,12,1
974,243,6,3
975,243,23,2
976,243,30,3
977,243,26,2
978,243,28,2
979,244,17,1
980,244,24,3
981,244,28,3
982,244,13,3
983,244,8,1
984,245,2,2
985,245,19,2
986,245,29,2
987,245,14,1
988,245,26,2
989,246,31,2
990,246,54,3
991,246,59,1
992,246,36,2
993,247,50,3
994,247,53,3
995,247,58,1
996,248,38,3
997,248,52,1
998,248,60,1
999,249,35,2
1000,249,55,2
1001,249,58,3
1002,249,51,3
1003,250,34,2
1004,250,52,2
1005,250,60,2
1006,250,43,2
1007,250,53,1
1008,251,43,3
1009,251,51,1
1010,251,60,2
1011,251,37,3
1012,251,41,3
1013,252,39,3
1014,252,52,1
1015,252,58,3
1016,252,49,1
1017,252,50,2
1018,253,8,3
1019,253,20,2
1020,253,30,3
1021,254,10,2
1022,254,21,1
1023,254,26,1
1024,254,13,2
1025,255,11,1
1026,255,24,2
1027,255,26,1
1028,255,18,2
1029,255,22,1
1030,256,16,3
1031,256,22,3
1032,256,30,2
1033,257,18,3
1034,257,19,1
1035,257,26,3
1036,257,12,3
1037,257,17,1
1038,258,2,1
1039,258,21,2
1040,258,25,2
1041,259,18,1
1042,259,21,3
1043,259,25,3
1044,259,6,1
1045,259,1,3
1046,260,3,2
1047,260,20,1
1048,260,25,3
1049,260,18,2
1050,260,24,3
1051,261,12,1
1052,261,24,1
1053,261,29,3
1054,261,11,1
1055,262,10,1
1056,262,19,2
1057,262,28,1
1058,262,8,1
1059,262,27,3
1060,263,17,1
1061,263,21,3
1062,263,27,3
1063,263,15,1
1064,263,5,3
1065,264,2,3
1066,264,19,2
1067,264,25,3
1068,264,26,3
1069,265,15,2
1070,265,20,3
1071,265,26,1
1072,266,2,3
1073,266,20,2
1074,266,29,3
1075,266,10,1
1076,267,14,1
1077,267,24,1
1078,267,25,2
1079,267,12,3
1080,268,17,2
1081,268,24,1
1082,268,30,3
1083,268,20,1
1084,268,14,2
1085,269,1,2
1086,269,21,3
1087,269,30,3
1088,270,4,2
1089,270,21,3
1090,270,30,1
1091,270,15,1
1092,270,9,3
1093,271,11,2
1094,271,20,2
1095,271,30,2
1096,272,18,1
1097,272,20,1
1098,272,25,2
1099,273,4,2
1100,273,23,1
1101,273,27,1
1102,274,15,2
1103,274,23,3
1104,274,27,1
1105,274,9,3
1106,274,14,1
1107,275,50,2
1108,275,54,2
1109,275,56,2
1110,275,57,1
1111,275,45,2
1112,276,44,2
1113,276,55,2
1114,276,56,1
1115,276,33,2
1116,276,37,1
1117,277,36,3
1118,277,54,1
1119,277,59,1
1120,278,4,1
1121,278,24,2
1122,278,25,3
1123,278,8,2
1124,278,7,3
1125,279,10,1
1126,279,20,2
1127,279,28,2
1128,280,1,2
1129,280,21,1
1130,280,26,3
1131,280,28,1
1132,281,6,2
1133,281,19,3
1134,281,30,2
1135,282,7,2
1136,282,20,1
1137,282,30,2
1138,283,2,1
1139,283,20,3
1140,283,30,3
1141,283,5,2
1142,284,7,1
1143,284,20,3
1144,284,26,3
1145,284,6,3
1146,284,13,2
1147,285,10,2
1148,285,21,2
1149,285,29,3
1150,285,1,3
1151,285,12,3
1152,286,15,2
1153,286,20,2
1154,286,28,3
1155,286,14,3
1156,287,4,3
1157,287,19,2
1158,287,25,3
1159,288,5,2
1160,288,21,1
1161,288,30,2
1162,288,10,3
1163,289,9,3
1164,289,20,2
1165,289,30,2
1166,290,8,1
1167,290,24,3
1168,290,25,1
1169,291,6,3
1170,291,20,1
1171,291,30,2
1172,292,6,1
1173,292,22,1
1174,292,25,3
1175,292,13,3
1176,293,4,1
1177,293,23,2
1178,293,28,3
1179,293,16,2
1180,293,2,2
1181,294,1,1
1182,294,19,3
1183,294,29,3
1184,294,18,3
1185,295,4,3
1186,295,21,2
1187,295,25,2
1188,295,1,1
1189,296,13,1
1190,296,19,1
1191,296,30,3
1192,296,11,2
1193,296,1,1
1194,297,11,3
1195,297,22,1
1196,297,27,2
1197,297,8,3
1198,298,14,2
1199,298,22,2
1200,298,30,1
1201,299,1,1
1202,299,22,3
1203,299,30,2
1204,299,12,2
1205,300,6,3
1206,300,19,1
1207,300,28,2
1208,300,30,1
1209,300,1,1
1210,301,12,3
1211,301,20,2
1212,301,29,1
1213,302,7,2
1214,302,24,1
1215,302,25,2
1216,303,45,2
1217,303,53,2
1218,303,58,2
1219,303,50,1
1220,303,49,2
1221,304,40,3
1222,304,53,3
1223,304,56,1
1224,305,36,2
1225,305,52,3
1226,305,58,1
1227,306,47,1
1228,306,51,3
1229,306,57,3
1230,306,34,3
1231,306,48,3
1232,307,36,2
1233,307,53,2
1234,307,60,1
1235,307,46,2
1236,308,35,3
1237,308,54,2
1238,308,59,2
1239,308,46,1
1240,309,14,3
1241,309,20,3
1242,309,27,1
1243,310,3,2
1244,310,20,1
1245,310,27,2
1246,310,30,1
1247,311,17,2
1248,311,20,1
1249,311,25,2
1250,311,28,1
1251,311,13,3
1252,312,12,3
1253,312,22,2
1254,312,25,1
1255,312,24,2
1256,313,14,2
1257,313,20,2
1258,313,28,2
1259,313,17,1
1260,313,12,2
1261,314,2,1
1262,314,19,1
1263,314,25,2
1264,315,12,2
1265,315,21,2
1266,315,25,3
1267,316,16,3
1268,316,21,2
1269,316,27,3
1270,316,6,3
1271,316,13,3
1272,317,2,2
1273,317,24,1
1274,317,30,2
1275,317,6,3
1276,317,28,2
1277,318,6,2
1278,318,23,1
1279,318,29,1
1280,318,26,2
1281,319,4,1
1282,319,21,2
1283,319,27,3
1284,319,30,1
1285,319,18,1
1286,320,6,3
1287,320,20,1
1288,320,28,2
1289,321,16,3
1290,321,22,3
1291,321,28,3
1292,322,5,2
1293,322,21,2
1294,322,26,1
1295,322,30,2
1296,322,28,3
1297,323,38,3
1298,323,51,3
1299,323,58,2
1300,323,57,1
1301,324,50,3
1302,324,54,3
1303,324,56,1
1304,324,55,2
1305,325,33,3
1306,325,53,3
1307,325,57,1
1308,325,59,2
1309,325,36,1
1310,326,40,3
1311,326,54,3
1312,326,56,1
1313,326,44,2
1314,326,60,2
1315,327,33,2
1316,327,54,1
1317,327,58,3
1318,327,57,3
1319,328,2,1
1320,328,19,1
1321,328,29,2
1322,329,14,1
1323,329,19,1
1324,329,26,1
1325,329,17,1
1326,329,10,2
1327,330,9,3
1328,330,19,2
1329,330,28,2
1330,331,16,1
1331,331,19,1
1332,331,28,1
1333,331,15,1
1334,332,16,1
1335,332,20,2
1336,332,27,1
1337,332,15,2
1338,333,9,3
1339,333,19,2
1340,333,30,3
1341,333,5,1
1342,333,2,1
1343,334,2,3
1344,334,24,3
1345,334,25,2
1346,335,5,1
1347,335,24,3
1348,335,27,1
1349,336,6,3
1350,336,21,2
1351,336,26,3
1352,336,13,2
1353,336,20,1
1354,337,2,2
1355,337,23,2
1356,337,26,2
1357,337,13,3
1358,337,15,1
1359,338,11,3
1360,338,22,1
1361,338,28,3
1362,338,13,3
1363,338,29,3
1364,339,4,1
1365,339,19,3
1366,339,25,2
1367,340,4,1
1368,340,21,3
1369,340,30,3
1370,341,12,1
1371,341,23,1
1372,341,25,2
1373,342,9,1
1374,342,24,2
1375,342,25,1
1376,343,2,2
1377,343,21,1
1378,343,29,2
1379,343,4,3
1380,344,9,2
1381,344,23,1
1382,344,30,3
1383,345,50,3
1384,345,54,3
1385,345,57,1
1386,345,31,1
1387,346,47,1
1388,346,51,1
1389,346,58,2
1390,346,53,2
1391,347,31,2
1392,347,52,3
1393,347,60,2
1394,347,47,3
1395,348,37,3
1396,348,51,2
1397,348,60,3
1398,349,42,3
1399,349,51,2
1400,349,59,1
1401,349,56,2
1402,350,40,3
1403,350,53,2
1404,350,59,3
1405,350,57,2
1406,350,46,3
1407,351,39,3
1408,351,51,2
1409,351,60,2
1410,351,58,2
1411,352,50,2
1412,352,54,1
1413,352,56,2
1414,353,5,3
1415,353,19,1
1416,353,25,3
1417,353,6,1
1418,353,26,2
1419,354,6,2
1420,354,24,2
1421,354,28,1
1422,355,9,2
1423,355,24,3
1424,355,29,1
1425,355,18,2
1426,355,27,3
1427,356,4,3
1428,356,20,3
1429,356,29,2
1430,356,22,1
1431,357,1,2
1432,357,22,2
1433,357,29,1
1434,357,26,2
1435,357,16,1
1436,358,6,3
1437,358,21,2
1438,358,25,3
1439,358,7,3
1440,359,8,2
1441,359,22,2
1442,359,29,1
1443,360,5,2
1444,360,20,1
1445,360,28,3
1446,360,8,1
1447,360,22,1
1448,361,2,3
1449,361,19,1
1450,361,30,1
1451,361,11,2
1452,361,28,3
1453,362,9,1
1454,362,19,1
1455,362,29,2
1456,363,9,3
1457,363,22,2
1458,363,25,2
1459,363,6,3
1460,364,18,1
1461,364,23,2
1462,364,29,3
1463,365,11,2
1464,365,24,2
1465,365,26,2
1466,365,8,2
1467,366,5,1
1468,366,20,1
1469,366,26,2
1470,366,4,1
1471,367,34,1
1472,367,53,3
1473,367,60,1
1474,367,36,2
1475,368,35,2
1476,368,52,1
1477,368,59,2
1478,369,34,1
1479,369,52,2
1480,369,58,1
1481,369,49,1
1482,370,42,1
1483,370,53,2
1484,370,58,1
1485,370,48,3
1486,371,5,1
1487,371,21,1
1488,371,26,1
1489,371,23,1
1490,371,20,2
1491,372,11,3
1492,372,23,2
1493,372,29,3
1494,372,27,2
1495,373,14,3
1496,373,19,3
1497,373,28,2
1498,373,10,1
1499,374,1,1
1500,374,20,3
1501,374,29,1
1502,374,10,2
1503,374,12,2
1504,375,15,2
1505,375,21,2
1506,375,30,2
1507,375,6,3
1508,375,23,2
1509,376,14,3
1510,376,22,1
1511,376,27,1
1512,376,5,1
1513,376,21,3
1514,377,7,3
1515,377,20,1
1516,377,26,3
1517,378,5,2
1518,378,21,1
1519,378,29,3
1520,378,26,2
1521,379,35,2
1522,379,52,3
1523,379,57,1
1524,379,53,2
1525,380,33,2
1526,380,54,2
1527,380,56,3
1528,381,42,3
1529,381,51,3
1530,381,60,1
1531,381,52,2
1532,381,36,2
1533,382,16,3
1534,382,23,3
1535,382,29,3
1536,382,2,3
1537,383,7,1
1538,383,19,3
1539,383,26,1
1540,383,15,2
1541,384,16,2
1542,384,19,1
1543,384,29,1
1544,385,11,3
1545,385,24,3
1546,385,27,1
1547,385,8,2
1548,385,16,1
1549,386,7,1
1550,386,21,2
1551,386,27,3
1552,386,6,3
1553,386,11,2
1554,387,3,1
1555,387,21,2
1556,387,26,2
1557,387,29,1
1558,387,14,1
1559,388,18,1
1560,388,21,1
1561,388,28,2
1562,389,16,2
1563,389,21,1
1564,389,28,3
1565,390,6,1
1566,390,20,3
1567,390,28,2
1568,391,15,3
1569,391,20,3
1570,391,29,2
1571,391,8,1
1572,392,5,2
1573,392,19,1
1574,392,28,1
1575,393,31,3
1576,393,54,2
1577,393,56,2
1578,394,36,2
1579,394,53,2
1580,394,59,2
1581,394,52,1
1582,395,46,1
1583,395,55,2
1584,395,58,1
1585,396,47,2
1586,396,52,1
1587,396,58,2
1588,396,48,3
1589,396,35,2
1590,397,43,1
1591,397,52,2
1592,397,59,1
1593,397,51,3
1594,398,4,1
1595,398,24,3
1596,398,29,3
1597,399,15,3
1598,399,23,3
1599,399,29,3
1600,400,4,2
1601,400,22,1
1602,400,27,1
1603,401,12,1
1604,401,20,3
1605,401,30,1
1606,401,23,3
1607,401,27,2
1608,402,8,1
1609,402,20,2
1610,402,26,2
1611,402,23,1
1612,403,14,3
1613,403,21,3
1614,403,25,1
1615,403,5,1
1616,404,3,1
1617,404,19,1
1618,404,28,1
1619,404,29,1
1620,404,26,1
1621,405,11,3
1622,405,23,2
1623,405,30,2
1624,406,8,3
1625,406,19,3
1626,406,29,1
1627,406,9,3
1628,407,7,2
1629,407,19,1
1630,407,29,2
1631,407,1,2
1632,408,9,2
1633,408,20,1
1634,408,30,3
1635,408,23,3
1636,408,1,2
1637,409,8,1
1638,409,22,3
1639,409,27,3
1640,410,12,2
1641,410,23,1
1642,410,29,2
1643,410,2,2
1644,411,11,2
1645,411,20,3
1646,411,29,1
1647,412,17,3
1648,412,22,3
1649,412,30,3
1650,412,24,3
1651,412,14,3
1652,413,11,3
1653,413,21,1
1654,413,27,1
1655,413,23,1
1656,413,14,1
1657,414,10,1
1658,414,22,3
1659,414,30,3
1660,415,15,1
1661,415,24,3
