orderId:int,completedAt:date,customerId:int
320,2024-03-16T20:59:32,3
321,2024-03-16T21:03:53,15
322,2024-03-16T21:10:17,26
323,2024-03-16T21:20:31,13
324,2024-03-16T21:44:08,27
325,2024-03-16T22:47:56,10
326,2024-03-16T22:51:13,25
327,2024-03-16T23:01:24,22
328,2024-03-16T23:30:24,7
329,2024-03-17T11:14:25,28
330,2024-03-17T11:25:29,10
331,2024-03-17T11:25:49,4
332,2024-03-17T11:56:30,25
333,2024-03-17T12:14:05,22
334,2024-03-17T12:22:59,24
335,2024-03-17T12:35:35,16
336,2024-03-17T12:48:34,17
337,2024-03-17T13:04:18,13
338,2024-03-17T13:18:07,14
339,2024-03-17T13:23:57,26
340,2024-03-17T13:30:11,19
341,2024-03-17T13:47:52,30
342,2024-03-17T17:05:03,21
343,2024-03-17T18:15:03,8
344,2024-03-17T18:31:45,11
345,2024-03-17T18:37:22,27
346,2024-03-17T18:43:48,3
347,2024-03-17T18:50:29,29
348,2024-03-17T19:30:21,6
349,2024-03-17T20:28:01,7
350,2024-03-17T20:34:32,2
351,2024-03-17T21:11:08,5
352,2024-03-17T21:52:43,9
353,2024-03-17T22:03:50,20
354,2024-03-17T22:14:28,23
355,2024-03-17T22:17:43,15
356,2024-03-17T23:16:40,1
357,2024-03-17T23:29:15,12
358,2024-03-17T23:56:21,18
359,2024-03-18T11:05:25,4
360,2024-03-18T11:43:28,3
361,2024-03-18T11:44:59,1
362,2024-03-18T11:58:35,7
363,2024-03-18T12:17:09,8
364,2024-03-18T12:31:04,5
365,2024-03-18T12:43:00,13
366,2024-03-18T13:49:24,11
367,2024-03-18T18:52:43,2
368,2024-03-18T19:17:25,12
369,2024-03-18T20:21:11,6
370,2024-03-18T20:26:02,9
371,2024-03-18T21:19:33,10
372,2024-03-19T11:38:28,25
373,2024-03-19T11:45:57,8
374,2024-03-19T11:48:51,26
375,2024-03-19T12:02:16,3
376,2024-03-19T12:03:59,6
377,2024-03-19T12:07:41,4
378,2024-03-19T12:42:44,28
379,2024-03-19T13:04:53,13
380,2024-03-19T13:10:58,18
381,2024-03-19T13:12:54,9
382,2024-03-19T13:14:30,16
383,2024-03-19T13:34:40,14
384,2024-03-19T13:35:51,1
385,2024-03-19T13:44:04,5
386,2024-03-19T13:56:07,23
387,2024-03-19T13:59:01,22
388,2024-03-19T17:00:05,12
389,2024-03-19T17:04:02,27
390,2024-03-19T17:35:54,21
391,2024-03-19T18:44:25,29
392,2024-03-19T19:16:07,2
393,2024-03-19T19:50:55,19
394,2024-03-19T21:11:43,20
395,2024-03-19T21:12:26,7
396,2024-03-19T21:40:34,10
397,2024-03-19T22:07:34,24
398,2024-03-19T22:27:08,15
399,2024-03-19T22:40:06,17
400,2024-03-19T22:56:42,11
401,2024-03-20T12:01:38,6
402,2024-03-20T12:07:12,1
403,2024-03-20T12:50:28,4
404,2024-03-20T13:00:04,10
405,2024-03-20T13:08:40,5
406,2024-03-20T13:31:48,7
407,2024-03-20T13:58:34,13
408,2024-03-20T17:47:00,14
409,2024-03-20T17:48:32,9
410,2024-03-20T19:51:22,3
411,2024-03-20T21:49:32,2
412,2024-03-20T22:34:50,8
413,2024-03-20T23:09:32,11
414,2024-03-20T23:53:57,12
415,2024-03-21T11:19:42,11
416,2024-03-21T11:27:54,16
417,2024-03-21T11:41:36,5
418,2024-03-21T11:41:52,2
419,2024-03-21T11:45:28,14
420,2024-03-21T11:53:39,19
421,2024-03-21T12:19:29,13
422,2024-03-21T12:32:24,15
423,2024-03-21T12:34:45,17
424,2024-03-21T12:42:50,18
425,2024-03-21T12:48:57,12
426,2024-03-21T13:15:29,7
427,2024-03-21T13:39:17,23
428,2024-03-21T13:53:07,6
429,2024-03-21T17:37:15,20
430,2024-03-21T17:46:23,1
431,2024-03-21T18:10:58,10
432,2024-03-21T18:49:13,22
433,2024-03-21T19:55:10,3
434,2024-03-21T20:26:08,4
435,2024-03-21T21:00:44,21
436,2024-03-21T21:41:51,8
437,2024-03-21T22:34:54,9
438,2024-03-22T11:05:44,19
439,2024-03-22T11:12:02,9
440,2024-03-22T11:19:08,10
441,2024-03-22T12:02:21,2
442,2024-03-22T12:04:56,14
443,2024-03-22T12:31:16,18
444,2024-03-22T12:37:01,17
445,2024-03-22T12:43:47,15
446,2024-03-22T12:44:49,5
447,2024-03-22T12:57:11,20
448,2024-03-22T13:03:05,12
449,2024-03-22T13:27:03,1
450,2024-03-22T13:41:49,11
451,2024-03-22T13:51:03,8
452,2024-03-22T13:59:48,16
453,2024-03-22T17:00:00,4
454,2024-03-22T19:27:44,7
455,2024-03-22T21:32:43,13
456,2024-03-22T22:55:08,3
457,2024-03-22T23:29:56,6
458,2024-03-23T11:12:21,5
459,2024-03-23T11:12:24,9
460,2024-03-23T11:17:13,6
461,2024-03-23T11:37:08,16
462,2024-03-23T11:58:58,11
463,2024-03-23T12:22:42,13
464,2024-03-23T12:49:50,1
465,2024-03-23T12:52:41,19
466,2024-03-23T13:05:45,12
467,2024-03-23T13:30:50,18
468,2024-03-23T13:32:16,3
469,2024-03-23T13:41:02,17
470,2024-03-23T13:55:54,8
471,2024-03-23T17:33:10,2
472,2024-03-23T18:25:20,20
473,2024-03-23T20:01:33,14
474,2024-03-23T20:22:20,21
475,2024-03-23T20:54:51,15
476,2024-03-23T21:56:01,4
477,2024-03-23T23:06:09,7
478,2024-03-23T23:45:20,10
479,2024-03-24T11:25:32,3
480,2024-03-24T11:35:31,12
481,2024-03-24T12:05:25,11
482,2024-03-24T13:06:43,4
483,2024-03-24T13:36:09,13
484,2024-03-24T13:48:48,5
485,2024-03-24T17:12:02,10
486,2024-03-24T17:36:51,1
487,2024-03-24T17:43:00,8
488,2024-03-24T19:38:07,6
489,2024-03-24T20:45:10,7
490,2024-03-24T22:58:05,14
491,2024-03-24T22:59:49,15
492,2024-03-24T23:00:33,2
493,2024-03-24T23:26:03,9
494,2024-03-25T11:15:51,13
495,2024-03-25T11:25:08,20
496,2024-03-25T11:36:24,17
497,2024-03-25T11:38:20,6
498,2024-03-25T11:49:01,19
499,2024-03-25T11:56:44,3
500,2024-03-25T12:36:43,16
501,2024-03-25T13:02:17,15
502,2024-03-25T13:14:41,11
503,2024-03-25T13:18:47,9
504,2024-03-25T17:13:54,12
505,2024-03-25T17:43:02,10
506,2024-03-25T18:44:09,22
507,2024-03-25T19:14:43,18
508,2024-03-25T19:17:48,4
509,2024-03-25T19:40:52,1
510,2024-03-25T19:51:28,8
511,2024-03-25T21:12:30,2
512,2024-03-25T21:56:31,14
513,2024-03-25T22:09:13,5
514,2024-03-25T22:20:10,21
515,2024-03-25T22:39:22,7
516,2024-03-26T11:03:05,21
517,2024-03-26T11:14:21,22
518,2024-03-26T11:20:49,23
519,2024-03-26T12:00:07,19
520,2024-03-26T12:00:27,6
521,2024-03-26T12:01:30,14
522,2024-03-26T12:47:33,4
523,2024-03-26T12:55:25,20
524,2024-03-26T12:56:19,5
525,2024-03-26T13:05:33,16
526,2024-03-26T13:18:05,8
527,2024-03-26T17:06:40,15
528,2024-03-26T18:49:59,18
529,2024-03-26T19:03:50,11
530,2024-03-26T19:33:01,9
531,2024-03-26T20:53:18,7
532,2024-03-26T20:54:27,3
533,2024-03-26T22:04:35,2
534,2024-03-26T22:22:01,1
535,2024-03-26T22:55:16,12
536,2024-03-26T23:29:39,17
537,2024-03-26T23:42:46,13
538,2024-03-26T23:45:33,10
539,2024-03-27T11:02:39,7
540,2024-03-27T12:48:15,4
541,2024-03-27T13:31:12,3
542,2024-03-27T13:38:21,12
543,2024-03-27T13:55:59,13
544,2024-03-27T17:48:33,15
545,2024-03-27T18:09:10,9
546,2024-03-27T18:44:23,17
547,2024-03-27T18:59:58,1
548,2024-03-27T19:43:33,5
549,2024-03-27T20:01:15,10
550,2024-03-27T20:02:46,6
551,2024-03-27T20:14:50,14
552,2024-03-27T22:02:55,8
553,2024-03-27T22:06:10,11
554,2024-03-27T22:42:58,16
555,2024-03-27T23:53:05,2
556,2024-03-28T11:05:15,8
557,2024-03-28T11:16:46,6
558,2024-03-28T11:17:48,2
559,2024-03-28T11:39:52,10
560,2024-03-28T11:45:57,3
561,2024-03-28T12:10:57,12
562,2024-03-28T12:44:39,7
563,2024-03-28T12:58:43,1
564,2024-03-28T13:03:36,4
565,2024-03-28T13:27:32,5
566,2024-03-28T20:59:20,9
567,2024-03-28T23:08:47,11
568,2024-03-29T11:01:11,13
569,2024-03-29T11:34:53,2
570,2024-03-29T12:14:40,6
571,2024-03-29T12:24:40,10
572,2024-03-29T12:27:55,7
573,2024-03-29T12:28:06,11
574,2024-03-29T12:47:32,14
575,2024-03-29T13:06:09,3
576,2024-03-29T13:15:26,9
577,2024-03-29T13:28:00,4
578,2024-03-29T18:43:47,8
579,2024-03-29T20:08:22,5
580,2024-03-29T22:11:21,1
581,2024-03-29T22:27:49,12
582,2024-03-30T11:18:53,4
583,2024-03-30T11:21:09,10
584,2024-03-30T11:29:17,16
585,2024-03-30T11:32:49,7
586,2024-03-30T11:39:38,3
587,2024-03-30T11:47:33,8
588,2024-03-30T11:48:14,18
589,2024-03-30T12:27:23,11
590,2024-03-30T12:43:45,2
591,2024-03-30T13:37:06,6
592,2024-03-30T17:00:40,1
593,2024-03-30T17:36:17,5
594,2024-03-30T17:56:05,14
595,2024-03-30T18:28:53,15
596,2024-03-30T19:12:23,12
597,2024-03-30T20:01:03,17
598,2024-03-30T23:27:30,13
599,2024-03-30T23:30:26,9
600,2024-03-31T11:01:47,1
601,2024-03-31T11:03:47,17
602,2024-03-31T11:04:12,20
603,2024-03-31T11:09:49,13
604,2024-03-31T11:11:12,7
605,2024-03-31T12:12:45,4
606,2024-03-31T12:19:12,8
607,2024-03-31T12:34:40,18
608,2024-03-31T12:40:03,9
609,2024-03-31T13:03:10,16
610,2024-03-31T13:26:41,2
611,2024-03-31T13:28:45,6
612,2024-03-31T13:53:54,15
613,2024-03-31T17:11:30,22
614,2024-03-31T17:30:45,11
615,2024-03-31T17:39:25,5
616,2024-03-31T18:43:08,10
617,2024-03-31T19:19:42,12
618,2024-03-31T20:06:49,21
619,2024-03-31T20:10:15,3
620,2024-03-31T22:45:06,14
621,2024-03-31T23:47:00,19
622,2024-04-01T11:05:43,11
623,2024-04-01T11:26:16,16
624,2024-04-01T11:32:27,4
625,2024-04-01T11:36:02,22
626,2024-04-01T13:00:03,19
627,2024-04-01T13:16:03,12
628,2024-04-01T13:18:42,14
629,2024-04-01T13:23:31,6
630,2024-04-01T13:27:43,9
631,2024-04-01T17:48:46,15
632,2024-04-01T18:20:50,23
633,2024-04-01T18:34:22,13
634,2024-04-01T19:15:25,10
635,2024-04-01T19:21:03,8
636,2024-04-01T19:50:24,2
637,2024-04-01T19:55:39,21
638,2024-04-01T20:08:26,3
639,2024-04-01T20:09:54,5
640,2024-04-01T21:35:27,1
641,2024-04-01T21:54:22,17
642,2024-04-01T22:12:50,20
643,2024-04-01T22:28:26,7
644,2024-04-01T23:07:43,18
645,2024-04-02T11:22:00,10
646,2024-04-02T11:57:48,3
647,2024-04-02T12:13:46,5
648,2024-04-02T12:15:04,9
649,2024-04-02T12:50:21,6
650,2024-04-02T13:25:24,11
651,2024-04-02T13:35:49,2
652,2024-04-02T13:55:23,1
653,2024-04-02T17:23:21,7
654,2024-04-02T22:40:04,4
655,2024-04-02T23:51:30,8
656,2024-04-03T12:19:37,5
657,2024-04-03T12:23:17,10
658,2024-04-03T12:57:26,6
659,2024-04-03T17:39:18,7
660,2024-04-03T17:55:09,8
661,2024-04-03T18:51:22,11
662,2024-04-03T19:00:30,9
663,2024-04-03T19:30:30,12
664,2024-04-03T20:29:41,13
665,2024-04-03T20:36:27,2
666,2024-04-03T21:27:52,1
667,2024-04-03T21:59:32,4
668,2024-04-03T23:26:51,3
669,2024-04-04T11:27:56,6
670,2024-04-04T11:50:48,10
671,2024-04-04T12:42:11,4
672,2024-04-04T13:41:27,5
673,2024-04-04T18:36:13,3
674,2024-04-04T18:37:31,8
675,2024-04-04T18:43:20,2
676,2024-04-04T19:01:57,14
677,2024-04-04T19:28:08,12
678,2024-04-04T19:35:06,9
679,2024-04-04T21:10:15,13
680,2024-04-04T21:12:00,7
681,2024-04-04T22:31:55,1
682,2024-04-04T23:24:16,11
683,2024-04-05T11:09:42,8
684,2024-04-05T11:16:20,11
685,2024-04-05T11:54:27,12
686,2024-04-05T12:01:34,7
687,2024-04-05T12:03:17,4
688,2024-04-05T17:25:44,9
689,2024-04-05T18:17:36,10
690,2024-04-05T18:31:45,13
691,2024-04-05T18:36:23,14
692,2024-04-05T20:41:46,5
693,2024-04-05T21:33:46,2
694,2024-04-05T22:15:38,3
695,2024-04-05T22:42:19,6
696,2024-04-05T23:54:05,1
697,2024-04-06T11:28:56,12
698,2024-04-06T11:31:05,2
699,2024-04-06T11:40:06,5
700,2024-04-06T11:47:25,6
701,2024-04-06T11:53:26,3
702,2024-04-06T11:57:19,11
703,2024-04-06T12:03:05,14
704,2024-04-06T12:39:17,10
705,2024-04-06T13:25:45,7
706,2024-04-06T13:31:37,9
707,2024-04-06T13:31:58,8
708,2024-04-06T17:55:11,1
709,2024-04-06T19:16:35,4
710,2024-04-06T21:26:51,13
711,2024-04-07T11:02:51,19
712,2024-04-07T11:28:35,9
713,2024-04-07T12:04:28,7
714,2024-04-07T12:14:12,1
715,2024-04-07T12:29:31,10
716,2024-04-07T13:02:20,20
717,2024-04-07T13:20:37,14
718,2024-04-07T13:29:07,12
719,2024-04-07T13:35:03,13
720,2024-04-07T18:10:55,5
721,2024-04-07T18:45:57,4
722,2024-04-07T19:05:34,2
723,2024-04-07T19:38:24,17
724,2024-04-07T20:29:47,3
725,2024-04-07T20:56:06,11
726,2024-04-07T21:40:00,16
727,2024-04-07T22:30:20,15
728,2024-04-07T22:33:42,6
729,2024-04-07T22:37:02,8
730,2024-04-07T23:42:41,18
731,2024-04-08T11:17:43,24
732,2024-04-08T11:45:43,22
733,2024-04-08T12:24:15,13
734,2024-04-08T12:37:44,25
735,2024-04-08T12:55:27,8
736,2024-04-08T12:55:28,28
737,2024-04-08T13:31:16,1
738,2024-04-08T13:32:12,15
739,2024-04-08T13:40:50,21
740,2024-04-08T13:44:28,26
741,2024-04-08T13:51:22,3
742,2024-04-08T13:53:09,27
743,2024-04-08T18:13:59,4
744,2024-04-08T18:20:20,18
745,2024-04-08T19:04:26,12
746,2024-04-08T19:46:57,20
747,2024-04-08T19:54:48,19
748,2024-04-08T20:33:45,23
749,2024-04-08T20:36:32,5
750,2024-04-08T21:09:32,14
751,2024-04-08T21:09:41,9
752,2024-04-08T21:36:29,7
753,2024-04-08T22:09:59,10
754,2024-04-08T22:31:32,11
755,2024-04-08T22:58:03,2
756,2024-04-08T23:00:50,6
757,2024-04-08T23:27:48,16
758,2024-04-08T23:47:24,17
759,2024-04-09T11:28:50,1
760,2024-04-09T12:05:30,2
761,2024-04-09T12:23:51,10
762,2024-04-09T18:23:07,3
763,2024-04-09T18:51:36,4
764,2024-04-09T19:20:55,7
765,2024-04-09T19:30:50,6
766,2024-04-09T19:47:59,9
767,2024-04-09T20:55:59,5
768,2024-04-09T23:24:13,8
769,2024-04-10T11:06:10,1
770,2024-04-10T11:15:19,6
771,2024-04-10T11:37:22,8
772,2024-04-10T11:45:52,5
773,2024-04-10T11:57:40,22
774,2024-04-10T12:04:59,11
775,2024-04-10T12:58:00,7
776,2024-04-10T13:21:53,12
777,2024-04-10T13:32:19,16
778,2024-04-10T13:49:19,9
779,2024-04-10T17:31:15,4
780,2024-04-10T18:13:29,19
781,2024-04-10T18:39:41,13
782,2024-04-10T19:25:33,2
783,2024-04-10T19:40:22,3
784,2024-04-10T19:51:59,20
785,2024-04-10T21:02:22,21
786,2024-04-10T21:25:34,17
787,2024-04-10T22:19:36,10
788,2024-04-10T22:46:12,15
789,2024-04-10T22:48:56,18
790,2024-04-10T23:37:01,14
791,2024-04-11T11:05:39,18
792,2024-04-11T11:20:23,3
793,2024-04-11T11:26:41,27
794,2024-04-11T11:47:28,13
795,2024-04-11T11:51:52,2
796,2024-04-11T12:04:00,23
797,2024-04-11T12:11:43,17
798,2024-04-11T12:15:33,28
799,2024-04-11T12:24:12,29
800,2024-04-11T12:24:36,4
801,2024-04-11T13:12:10,25
802,2024-04-11T13:37:37,11
803,2024-04-11T13:41:13,19
804,2024-04-11T13:47:39,24
805,2024-04-11T17:22:32,14
806,2024-04-11T17:50:57,9
807,2024-04-11T18:31:29,20
808,2024-04-11T19:09:58,10
809,2024-04-11T19:11:28,26
810,2024-04-11T19:42:31,16
811,2024-04-11T20:28:18,15
812,2024-04-11T20:35:55,5
813,2024-04-11T21:37:06,6
814,2024-04-11T21:48:41,7
815,2024-04-11T22:05:17,22
816,2024-04-11T22:18:18,12
817,2024-04-11T23:01:24,1
818,2024-04-11T23:04:16,21
819,2024-04-11T23:25:50,8
820,2024-04-12T11:10:19,14
821,2024-04-12T11:50:31,13
