orderItemId:int,orderId:int,productId:int,quantity:int
197,40,38,1
198,40,53,2
199,40,58,3
200,40,48,3
201,40,45,1
202,39,11,3
203,39,23,3
204,39,26,2
205,39,5,3
206,39,1,3
207,49,2,1
208,49,23,1
209,49,30,2
210,49,17,1
211,49,9,2
212,56,7,3
213,56,19,3
214,56,28,3
215,57,17,1
216,57,24,2
217,57,29,1
218,57,13,2
219,37,8,3
220,37,19,2
221,37,30,1
222,37,4,2
223,50,18,1
224,50,24,2
225,50,26,2
226,50,8,2
227,50,23,3
228,41,18,1
229,41,22,2
230,41,25,1
231,41,21,2
232,44,14,1
233,44,23,3
234,44,30,3
235,44,17,3
236,48,8,3
237,48,22,3
238,48,26,2
239,48,5,3
240,48,20,2
241,61,44,3
242,61,52,2
243,61,57,1
244,61,40,3
245,61,37,3
246,64,48,1
247,64,52,3
248,64,58,3
249,64,60,3
250,73,48,1
251,73,54,2
252,73,57,3
253,73,46,3
254,63,44,2
255,63,55,1
256,63,59,3
257,63,33,3
258,63,53,1
259,75,36,2
260,75,53,1
261,75,59,1
262,75,58,2
263,66,48,1
264,66,53,3
265,66,59,1
266,66,36,1
267,76,48,1
268,76,54,2
269,76,58,3
270,76,51,3
271,76,49,3
272,77,32,1
273,77,51,2
274,77,60,1
275,77,44,1
276,62,48,3
277,62,53,2
278,62,57,2
279,68,33,1
280,68,53,1
281,68,57,3
282,68,40,1
283,69,46,3
284,69,54,2
285,69,60,3
286,72,35,3
287,72,55,1
288,72,58,3
289,72,52,1
290,72,46,2
291,60,6,3
292,60,19,1
293,60,27,1
294,60,13,1
295,60,21,3
296,71,5,3
297,71,24,1
298,71,25,1
299,70,10,2
300,70,23,2
301,70,27,2
302,67,7,2
303,67,19,1
304,67,27,3
305,67,8,2
306,67,20,2
307,59,13,3
308,59,19,1
309,59,28,1
310,59,16,3
311,74,2,2
312,74,24,1
313,74,30,3
314,65,7,1
315,65,21,3
316,65,25,2
317,65,4,3
318,102,37,3
319,102,52,3
320,102,57,3
321,95,37,3
322,95,52,1
323,95,56,2
324,87,36,2
325,87,55,2
326,87,59,2
327,96,45,2
328,96,53,2
329,96,58,3
330,96,56,1
331,92,34,1
332,92,53,2
333,92,56,3
334,92,52,1
335,92,54,1
336,81,41,2
337,81,55,2
338,81,58,3
339,84,38,2
340,84,51,2
341,84,58,3
342,84,43,1
343,88,37,2
344,88,51,1
345,88,60,2
346,88,44,1
347,88,39,2
348,79,39,3
349,79,53,1
350,79,56,2
351,79,59,3
352,79,58,1
353,93,50,3
354,93,54,1
355,93,56,2
356,82,41,2
357,82,53,2
358,82,57,2
359,100,31,3
360,100,54,2
361,100,59,2
362,100,34,1
363,100,40,3
364,98,33,2
365,98,52,2
366,98,60,3
367,98,48,1
368,98,44,3
369,78,7,2
370,78,22,1
371,78,27,2
372,78,26,3
373,89,18,3
374,89,20,2
375,89,28,1
376,97,16,3
377,97,20,1
378,97,25,3
379,97,18,1
380,80,14,3
381,80,19,2
382,80,26,1
383,94,4,2
384,94,24,3
385,94,27,1
386,94,13,2
387,94,5,3
388,91,12,2
389,91,21,1
390,91,30,1
391,99,13,2
392,99,21,1
393,99,26,3
394,99,30,1
395,85,7,2
396,85,22,1
397,85,26,1
398,101,11,3
399,101,20,2
400,101,30,2
401,86,8,3
402,86,23,1
403,86,28,2
404,86,11,1
405,83,15,3
406,83,22,1
407,83,25,3
408,83,29,2
409,90,14,3
410,90,21,2
411,90,26,3
412,110,43,1
413,110,54,3
414,110,60,2
415,110,55,1
416,109,36,1
417,109,54,2
418,109,57,2
419,109,55,3
420,103,33,1
421,103,52,2
422,103,58,2
423,103,41,1
424,103,36,1
425,112,49,1
426,112,55,1
427,112,56,2
428,104,44,3
429,104,52,1
430,104,57,1
431,104,58,3
432,104,39,1
433,113,38,3
434,113,52,2
435,113,59,1
436,113,42,3
437,107,48,1
438,107,52,1
439,107,58,2
440,107,38,2
441,115,38,1
442,115,51,1
443,115,59,1
444,115,57,3
445,111,45,1
446,111,53,2
447,111,58,2
448,116,35,3
449,116,51,1
450,116,56,2
451,116,39,3
452,105,7,2
453,105,24,3
454,105,26,2
455,114,18,1
456,114,23,2
457,114,26,1
458,108,5,3
459,108,24,1
460,108,30,2
461,108,6,1
462,108,9,2
463,117,17,2
464,117,19,2
465,117,28,3
466,106,10,3
467,106,21,3
468,106,27,2
469,106,14,2
470,106,15,1
471,121,36,3
472,121,53,1
473,121,59,2
474,121,43,3
475,121,31,1
476,128,43,2
477,128,53,1
478,128,56,1
479,120,35,2
480,120,52,2
481,120,57,1
482,126,45,3
483,126,51,2
484,126,59,1
485,123,34,2
486,123,52,1
487,123,57,3
488,119,6,2
489,119,21,1
490,119,25,1
491,119,22,3
492,119,5,2
493,129,2,1
494,129,23,2
495,129,28,3
496,129,21,1
497,129,7,1
498,125,9,2
499,125,24,2
500,125,28,2
501,125,25,3
502,124,6,2
503,124,23,2
504,124,29,2
505,124,9,3
506,124,18,1
507,118,11,1
508,118,22,3
509,118,30,2
510,118,13,2
511,118,20,2
512,122,17,1
513,122,22,3
514,122,26,2
515,127,7,3
516,127,20,2
517,127,30,2
518,127,17,3
519,127,25,2
520,141,50,3
521,141,51,1
522,141,56,2
523,141,41,2
524,142,48,2
525,142,51,2
526,142,57,3
527,142,36,1
528,143,35,2
529,143,52,1
530,143,57,2
531,143,53,2
532,143,46,1
533,148,33,3
534,148,51,3
535,148,56,1
536,148,55,1
537,131,50,2
538,131,52,1
539,131,58,2
540,151,37,3
541,151,52,2
542,151,57,2
543,151,34,3
544,145,39,3
545,145,51,2
546,145,60,2
547,145,53,3
548,136,42,3
549,136,54,2
550,136,58,3
551,144,40,2
552,144,53,1
553,144,58,3
554,132,38,2
555,132,53,2
556,132,56,1
557,132,45,3
558,132,52,2
559,146,41,1
560,146,53,1
561,146,57,3
562,146,45,1
563,146,37,2
564,153,14,2
565,153,20,3
566,153,29,2
567,153,27,1
568,153,3,2
569,152,14,1
570,152,20,1
571,152,27,3
572,152,24,1
573,133,10,1
574,133,24,1
575,133,25,3
576,133,1,3
577,137,10,2
578,137,19,2
579,137,30,3
580,137,3,3
581,154,16,1
582,154,19,3
583,154,30,2
584,154,22,3
585,150,7,2
586,150,24,2
587,150,25,3
588,150,17,1
589,135,17,3
590,135,21,2
591,135,30,3
592,135,25,2
593,135,22,1
594,138,5,2
595,138,24,1
596,138,27,1
597,138,7,2
598,139,18,3
599,139,22,3
600,139,29,3
601,147,12,3
602,147,23,1
603,147,30,3
604,147,8,2
605,134,16,2
606,134,23,1
607,134,29,3
608,149,14,3
609,149,24,3
610,149,30,3
611,155,10,3
612,155,22,3
613,155,25,2
614,155,14,1
615,155,1,2
616,140,9,3
617,140,22,2
618,140,30,3
619,140,7,3
620,156,2,3
621,156,23,2
622,156,29,2
623,156,17,2
624,156,4,2
625,130,18,1
626,130,23,2
627,130,29,1
628,171,43,2
629,171,55,3
630,171,60,3
631,171,45,1
632,172,49,1
633,172,54,1
634,172,59,3
635,172,60,1
636,169,44,3
637,169,55,2
638,169,58,3
639,161,32,3
640,161,52,3
641,161,56,2
642,161,60,3
643,159,36,3
644,159,51,2
645,159,56,1
646,170,43,1
647,170,53,1
648,170,57,2
649,170,60,1
650,170,48,2
651,177,37,1
652,177,52,2
653,177,60,2
654,164,37,3
655,164,52,1
656,164,59,3
657,175,39,2
658,175,53,3
659,175,60,3
660,175,45,3
661,178,49,1
662,178,54,1
663,178,59,2
664,178,31,3
665,173,43,2
666,173,51,3
667,173,59,3
668,166,37,2
669,166,55,2
670,166,59,3
671,166,51,1
672,176,40,2
673,176,55,3
674,176,59,2
675,176,48,1
676,176,33,2
677,158,6,3
678,158,22,1
679,158,30,2
680,158,10,3
681,160,18,1
682,160,20,3
683,160,30,2
684,160,3,2
685,160,22,3
686,179,14,1
687,179,21,1
688,179,26,3
689,179,23,2
690,179,12,1
691,157,6,1
692,157,22,3
693,157,29,3
694,157,1,1
695,157,20,2
696,167,7,1
697,167,24,2
698,167,28,2
699,167,5,3
700,167,23,2
701,174,13,1
702,174,24,2
703,174,29,1
704,162,13,2
705,162,24,2
706,162,27,1
707,162,10,1
708,162,21,3
709,163,11,2
710,163,20,3
711,163,25,3
712,163,24,2
713,163,3,1
714,168,4,3
715,168,22,3
716,168,30,1
717,168,8,2
718,168,19,2
719,165,14,3
720,165,23,3
721,165,26,1
722,180,41,3
723,180,53,2
724,180,56,2
725,180,42,2
726,180,50,3
727,194,39,1
728,194,54,2
729,194,60,1
730,194,49,3
731,194,42,2
732,191,41,2
733,191,54,2
734,191,56,3
735,183,35,2
736,183,54,2
737,183,56,2
738,188,40,2
739,188,55,1
740,188,56,2
741,188,54,3
742,187,48,3
743,187,54,2
744,187,57,3
745,187,53,1
746,187,32,2
747,184,48,2
748,184,55,2
749,184,57,2
750,192,15,3
751,192,20,1
752,192,29,1
753,192,11,3
754,192,3,3
755,189,15,3
756,189,24,1
757,189,29,3
758,189,10,2
759,189,27,3
760,181,17,1
761,181,23,1
762,181,27,2
763,181,16,3
764,181,29,2
765,190,12,2
766,190,20,3
767,190,26,2
768,185,14,3
769,185,20,3
770,185,25,1
771,185,30,2
772,185,5,2
773,186,1,2
774,186,19,2
775,186,27,1
776,186,26,1
777,193,13,2
778,193,22,2
779,193,25,2
780,193,14,2
781,182,18,3
782,182,24,2
783,182,30,3
784,182,19,2
785,209,32,3
786,209,51,3
787,209,58,3
788,209,48,2
789,209,55,1
790,204,37,2
791,204,53,2
792,204,59,1
793,204,46,2
794,204,42,2
795,195,32,2
796,195,55,1
797,195,57,3
798,199,32,2
799,199,54,2
800,199,56,1
801,210,46,3
802,210,55,1
803,210,58,3
804,206,36,2
805,206,55,2
806,206,56,2
807,206,57,2
808,203,31,1
809,203,55,1
810,203,58,3
811,203,34,3
812,203,53,3
813,205,32,1
814,205,52,3
815,205,58,3
816,205,53,3
817,205,31,1
818,198,3,3
819,198,19,2
820,198,28,3
821,198,17,1
822,198,4,1
823,207,12,3
824,207,19,3
825,207,26,3
826,208,18,3
827,208,24,3
828,208,30,3
829,208,22,3
830,197,3,2
831,197,24,1
832,197,29,2
833,197,14,3
834,202,5,2
835,202,19,1
836,202,29,1
837,211,14,1
838,211,21,2
839,211,27,3
840,211,23,2
841,211,28,2
842,200,1,1
843,200,24,1
844,200,28,1
845,200,3,1
846,196,2,1
847,196,21,3
848,196,29,2
849,201,5,3
850,201,24,1
851,201,28,2
852,201,25,2
853,212,49,2
854,212,51,3
855,212,56,3
856,212,44,2
857,220,41,3
858,220,54,3
859,220,56,2
860,230,38,2
861,230,55,1
862,230,57,2
863,226,37,3
864,226,53,3
865,226,57,2
866,218,44,2
867,218,55,1
868,218,56,3
869,218,60,2
870,218,53,2
871,232,50,1
872,232,52,3
873,232,59,1
874,232,38,2
875,232,47,1
876,228,39,1
877,228,55,2
878,228,56,3
879,222,34,2
880,222,54,2
881,222,60,3
882,222,39,3
883,222,56,1
884,217,31,3
885,217,55,2
886,217,59,2
887,217,44,1
888,217,49,1
889,231,16,1
890,231,23,2
891,231,27,1
892,231,22,2
893,219,5,1
894,219,24,3
895,219,27,1
896,219,7,2
897,229,2,1
898,229,22,2
899,229,30,1
900,229,8,3
901,221,10,2
902,221,21,2
903,221,27,3
904,221,26,2
905,215,1,2
906,215,20,1
907,215,26,1
908,215,8,1
909,216,8,3
910,216,21,2
911,216,29,2
912,216,24,3
913,224,5,1
914,224,20,1
915,224,26,2
916,224,16,3
917,224,6,3
918,227,6,3
919,227,24,3
920,227,25,1
921,227,2,2
922,227,9,2
923,213,8,1
924,213,22,3
925,213,29,2
926,223,12,1
927,223,23,1
928,223,29,3
929,214,15,3
930,214,23,2
931,214,26,2
932,214,11,3
933,214,12,3
934,225,4,3
935,225,22,2
936,225,28,3
937,225,7,3
938,248,41,2
939,248,52,2
940,248,58,1
941,248,48,3
942,248,40,2
943,247,42,3
944,247,55,3
945,247,60,2
946,247,32,3
947,234,38,2
948,234,52,2
949,234,58,1
950,234,32,2
951,234,35,1
952,241,42,3
953,241,52,3
954,241,56,2
955,241,33,2
956,242,44,3
957,242,51,2
958,242,59,1
959,237,47,2
960,237,55,3
961,237,59,3
962,244,42,2
963,244,52,1
964,244,59,1
965,244,49,3
966,244,46,1
967,239,7,2
968,239,23,3
969,239,25,1
970,239,24,2
971,249,18,1
972,249,22,1
973,249,29,2
974,245,7,2
975,245,23,3
976,245,29,2
977,245,5,1
978,245,11,1
979,235,6,3
980,235,19,3
981,235,29,2
982,235,4,1
983,243,11,3
984,243,20,3
985,243,26,2
986,243,29,3
987,246,8,2
988,246,24,1
989,246,27,2
990,246,22,1
991,246,10,1
992,238,13,1
993,238,19,1
994,238,27,3
995,238,12,2
996,238,14,1
997,240,17,3
998,240,19,3
999,240,30,2
1000,240,20,1
1001,236,7,2
1002,236,23,3
1003,236,30,2
1004,236,3,2
1005,236,24,3
1006,233,14,2
1007,233,23,1
1008,233,29,1
1009,250,50,1
1010,250,55,2
1011,250,56,1
1012,263,42,3
1013,263,54,1
1014,263,59,3
1015,260,36,2
1016,260,52,3
1017,260,60,1
1018,260,51,2
1019,260,34,2
1020,254,37,1
1021,254,54,2
1022,254,58,3
1023,254,31,1
1024,274,33,2
1025,274,53,1
1026,274,56,2
1027,274,59,2
1028,274,39,2
1029,259,44,1
1030,259,55,2
1031,259,57,1
1032,259,49,2
1033,259,53,3
1034,264,43,2
1035,264,55,1
1036,264,60,3
1037,264,33,2
1038,269,33,3
1039,269,55,1
1040,269,57,3
1041,269,41,2
1042,269,34,3
1043,267,43,1
1044,267,53,1
1045,267,59,2
1046,268,43,3
1047,268,51,3
1048,268,58,2
1049,268,47,1
1050,268,54,2
1051,257,44,3
1052,257,53,2
1053,257,57,3
1054,257,58,1
1055,255,50,2
1056,255,51,3
1057,255,57,1
1058,255,49,2
1059,266,34,3
1060,266,54,3
1061,266,59,3
1062,266,52,1
1063,266,48,3
1064,262,7,3
1065,262,19,1
1066,262,29,3
1067,262,20,3
1068,251,15,1
1069,251,19,1
1070,251,27,3
1071,251,11,2
1072,251,4,2
1073,271,11,3
1074,271,22,3
1075,271,28,1
1076,271,19,1
1077,252,7,3
1078,252,19,1
1079,252,29,3
1080,252,15,2
1081,256,12,3
1082,256,19,2
1083,256,25,3
1084,256,22,3
1085,256,7,3
1086,261,6,2
1087,261,24,1
1088,261,26,1
1089,261,13,3
1090,261,8,2
1091,270,1,1
1092,270,22,3
1093,270,27,3
1094,270,28,3
1095,270,2,1
1096,253,18,2
1097,253,20,1
1098,253,26,2
1099,253,7,3
1100,253,1,3
1101,272,14,1
1102,272,20,2
1103,272,29,1
1104,272,7,1
1105,272,22,3
1106,258,2,1
1107,258,22,3
1108,258,30,3
1109,265,13,1
1110,265,22,1
1111,265,26,3
1112,265,3,2
1113,273,13,1
1114,273,19,2
1115,273,28,2
1116,273,16,1
1117,273,15,1
1118,300,43,3
1119,300,54,3
1120,300,59,3
1121,300,44,3
1122,300,41,2
1123,288,39,2
1124,288,52,2
1125,288,59,2
1126,288,44,1
1127,288,38,1
1128,283,32,1
1129,283,55,3
1130,283,56,1
1131,283,49,1
1132,293,49,3
1133,293,54,2
1134,293,59,1
1135,293,55,2
1136,293,60,2
1137,302,49,1
1138,302,51,2
1139,302,58,3
1140,302,50,1
1141,275,42,2
1142,275,53,2
1143,275,57,2
1144,275,43,2
1145,275,41,2
1146,280,34,3
1147,280,53,1
1148,280,58,2
1149,280,43,3
1150,280,44,3
1151,286,39,3
1152,286,54,3
1153,286,60,3
1154,286,49,3
1155,295,47,2
1156,295,52,1
1157,295,57,3
1158,295,37,2
1159,295,40,1
1160,279,42,1
1161,279,55,1
1162,279,57,1
1163,279,56,2
1164,294,50,2
1165,294,51,3
1166,294,56,1
1167,294,58,2
1168,291,34,2
1169,291,53,2
1170,291,59,2
1171,292,37,3
1172,292,54,2
1173,292,60,1
1174,282,11,1
1175,282,22,3
1176,282,27,3
1177,296,14,1
1178,296,20,2
1179,296,30,2
1180,296,17,3
1181,287,10,3
1182,287,20,3
1183,287,27,1
1184,287,22,3
1185,287,19,1
1186,285,10,3
1187,285,21,3
1188,285,26,2
1189,285,20,1
1190,285,30,2
1191,276,13,2
1192,276,20,3
1193,276,30,1
1194,276,19,3
1195,298,12,2
1196,298,20,2
1197,298,28,3
1198,290,10,2
1199,290,24,1
1200,290,28,1
1201,284,8,3
1202,284,19,3
1203,284,26,3
1204,284,24,2
1205,284,18,2
1206,278,7,1
1207,278,24,3
1208,278,28,2
1209,278,9,1
1210,299,14,3
1211,299,22,2
1212,299,29,2
1213,299,19,1
1214,281,9,2
1215,281,23,3
1216,281,27,1
1217,277,4,3
1218,277,23,1
1219,277,28,3
1220,277,6,2
1221,301,9,1
1222,301,23,3
1223,301,26,2
1224,289,12,2
1225,289,22,2
1226,289,30,1
1227,297,13,3
1228,297,22,2
1229,297,30,3
1230,297,20,3
1231,303,10,3
1232,303,19,2
1233,303,27,3
1234,303,12,3
1235,303,15,2
1236,314,41,2
1237,314,55,3
1238,314,58,3
1239,314,45,1
1240,307,42,2
1241,307,55,2
1242,307,59,2
1243,307,53,2
1244,307,33,2
1245,316,46,3
1246,316,51,1
1247,316,58,1
1248,316,38,3
1249,310,47,1
1250,310,51,3
1251,310,59,2
1252,310,34,1
1253,310,32,1
1254,317,39,3
1255,317,55,3
1256,317,57,2
1257,305,11,1
1258,305,21,3
1259,305,29,1
1260,305,22,2
1261,315,1,2
1262,315,19,2
1263,315,25,1
1264,315,21,2
1265,318,10,3
1266,318,20,1
1267,318,27,3
1268,318,23,1
1269,318,19,3
1270,309,9,2
1271,309,21,3
1272,309,28,3
1273,304,2,2
1274,304,22,1
1275,304,26,1
1276,304,11,2
1277,304,27,3
1278,311,8,2
1279,311,19,2
1280,311,27,2
1281,311,11,1
1282,313,11,2
1283,313,19,2
1284,313,29,3
1285,313,14,2
1286,308,5,1
1287,308,23,3
1288,308,29,1
1289,308,30,3
1290,312,17,3
1291,312,22,2
1292,312,25,3
1293,306,7,1
1294,306,24,1
1295,306,25,2
1296,328,32,3
1297,328,55,2
1298,328,58,2
1299,328,34,3
1300,328,57,2
1301,329,47,2
1302,329,53,1
1303,329,60,1
1304,329,48,1
1305,323,32,2
1306,323,52,3
1307,323,57,1
1308,324,50,2
1309,324,52,3
1310,324,56,2
1311,324,49,2
1312,324,59,1
1313,319,37,1
1314,319,52,3
1315,319,56,1
1316,319,59,1
1317,331,45,1
1318,331,51,2
1319,331,58,3
1320,321,39,1
1321,321,53,2
1322,321,58,1
1323,321,46,3
1324,327,35,3
1325,327,53,2
1326,327,57,2
1327,327,45,3
1328,320,13,2
1329,320,23,1
1330,320,26,2
1331,320,1,3
1332,335,1,2
1333,335,21,2
1334,335,27,1
1335,335,5,1
1336,335,16,1
1337,334,2,2
1338,334,20,3
1339,334,27,1
1340,330,18,1
1341,330,19,1
1342,330,25,1
1343,330,22,2
1344,330,1,3
1345,333,13,3
1346,333,24,3
1347,333,25,1
1348,333,7,2
1349,326,7,3
1350,326,20,1
1351,326,27,3
1352,326,26,2
1353,332,18,2
1354,332,23,2
1355,332,27,2
1356,332,5,1
1357,325,11,1
1358,325,21,3
1359,325,30,3
1360,325,1,2
1361,322,18,3
1362,322,22,3
1363,322,28,2
1364,340,47,3
1365,340,55,2
1366,340,56,2
1367,342,39,2
1368,342,53,1
1369,342,56,3
1370,342,45,1
1371,342,32,3
1372,352,44,1
1373,352,53,1
1374,352,59,1
1375,351,32,2
1376,351,53,1
1377,351,57,3
1378,345,31,1
1379,345,55,3
1380,345,57,2
1381,345,36,2
1382,346,44,1
1383,346,53,1
1384,346,59,1
1385,346,34,3
1386,346,32,2
1387,338,40,3
1388,338,53,2
1389,338,57,1
1390,344,34,2
1391,344,54,3
1392,344,58,3
1393,344,56,2
1394,344,52,3
1395,350,31,1
1396,350,54,2
1397,350,56,2
1398,343,38,2
1399,343,54,3
1400,343,56,1
1401,354,12,2
1402,354,23,1
1403,354,28,3
1404,353,11,1
1405,353,23,2
1406,353,27,2
1407,353,2,1
1408,353,28,1
1409,357,12,2
1410,357,21,3
1411,357,29,3
1412,357,15,3
1413,347,2,3
1414,347,19,3
1415,347,29,1
1416,347,27,1
1417,348,9,3
1418,348,22,2
1419,348,30,3
1420,336,9,1
1421,336,19,1
1422,336,27,1
1423,336,18,1
1424,337,7,3
1425,337,19,1
1426,337,25,1
1427,337,13,1
1428,337,20,1
1429,341,17,1
1430,341,23,3
1431,341,29,1
1432,341,25,1
1433,341,1,2
1434,356,14,1
1435,356,21,1
1436,356,29,3
1437,356,19,3
1438,356,30,3
1439,355,11,1
1440,355,20,1
1441,355,30,3
1442,355,3,1
1443,349,17,3
1444,349,22,1
1445,349,29,1
1446,358,2,1
1447,358,21,1
1448,358,29,3
1449,358,7,3
1450,339,4,3
1451,339,20,3
1452,339,29,2
1453,339,5,3
1454,339,21,2
1455,363,37,2
1456,363,52,1
1457,363,58,1
1458,363,59,2
1459,363,36,2
1460,372,43,2
1461,372,54,1
1462,372,56,2
1463,372,36,2
1464,369,38,1
1465,369,51,2
1466,369,56,1
1467,375,33,3
1468,375,54,2
1469,375,59,2
1470,375,39,2
1471,375,35,2
1472,370,34,3
1473,370,53,1
1474,370,58,3
1475,374,36,1
1476,374,51,1
1477,374,57,3
1478,359,47,3
1479,359,53,1
1480,359,57,3
1481,373,37,3
1482,373,52,3
1483,373,59,1
1484,373,55,1
1485,360,48,3
1486,360,52,3
1487,360,59,2
1488,360,56,1
1489,371,1,2
1490,371,23,2
1491,371,29,2
1492,371,19,3
1493,371,18,2
1494,368,7,3
1495,368,24,2
1496,368,25,2
1497,368,11,3
1498,368,5,1
1499,364,11,2
1500,364,21,1
1501,364,30,3
1502,364,20,3
1503,364,13,3
1504,366,17,2
1505,366,22,2
1506,366,30,2
1507,366,19,3
1508,365,12,2
1509,365,20,3
1510,365,30,3
1511,367,7,2
1512,367,22,2
1513,367,28,1
1514,362,12,1
1515,362,21,1
1516,362,26,3
1517,361,18,2
1518,361,23,2
1519,361,29,3
1520,361,21,3
1521,361,4,2
1522,386,34,1
1523,386,55,1
1524,386,60,2
1525,386,50,1
1526,395,35,1
1527,395,51,3
1528,395,56,2
1529,400,32,1
1530,400,53,3
1531,400,60,2
1532,392,37,3
1533,392,53,1
1534,392,59,2
1535,396,35,2
1536,396,52,3
1537,396,56,2
1538,377,46,2
1539,377,54,1
1540,377,59,2
1541,377,49,2
1542,377,45,3
1543,376,35,1
1544,376,54,1
1545,376,60,1
1546,376,36,3
1547,383,42,2
1548,383,52,3
1549,383,60,2
1550,383,36,1
1551,390,42,3
1552,390,51,2
1553,390,59,3
1554,390,54,1
1555,390,36,3
1556,384,39,3
1557,384,54,3
1558,384,56,2
1559,384,48,3
1560,380,36,2
1561,380,54,3
1562,380,56,2
1563,380,49,2
1564,399,49,2
1565,399,55,2
1566,399,58,1
1567,399,34,1
1568,399,45,1
1569,387,40,3
1570,387,55,1
1571,387,59,1
1572,393,46,3
1573,393,52,2
1574,393,57,2
1575,393,35,3
1576,381,50,1
1577,381,51,2
1578,381,60,1
1579,381,40,2
1580,403,35,1
1581,403,55,2
1582,403,57,3
1583,397,39,2
1584,397,53,3
1585,397,58,1
1586,397,54,1
1587,394,50,1
1588,394,55,2
1589,394,56,2
1590,394,36,1
1591,389,46,1
1592,389,55,3
1593,389,59,1
1594,402,5,2
1595,402,20,1
1596,402,26,1
1597,402,24,2
1598,402,4,1
1599,378,10,2
1600,378,24,2
1601,378,25,2
1602,378,8,3
1603,379,5,1
1604,379,20,2
1605,379,30,3
1606,388,1,1
1607,388,20,2
1608,388,28,1
1609,388,19,1
1610,388,2,2
1611,385,1,3
1612,385,19,1
1613,385,29,3
1614,385,2,3
1615,405,10,3
1616,405,24,2
1617,405,25,1
1618,405,19,2
1619,391,2,3
1620,391,20,3
1621,391,27,1
1622,391,7,1
1623,391,3,1
1624,382,3,1
1625,382,24,2
1626,382,30,1
1627,401,4,2
1628,401,23,1
1629,401,30,3
1630,401,9,2
1631,404,2,2
1632,404,22,3
1633,404,25,3
1634,404,29,3
1635,404,18,1
1636,398,15,3
1637,398,22,3
1638,398,26,3
1639,398,2,1
1640,421,48,1
1641,421,54,1
1642,421,57,3
1643,421,38,1
1644,421,56,1
1645,418,39,2
1646,418,52,1
1647,418,59,1
1648,418,31,3
1649,418,43,2
1650,406,42,2
1651,406,55,2
1652,406,60,1
1653,413,48,2
1654,413,54,3
1655,413,60,2
1656,420,39,3
1657,420,52,3
1658,420,56,1
1659,420,51,3
1660,420,41,1
1661,414,11,2
